Id,SalePrice
1461,112638.423828125
1462,161065.8006591797
1463,189481.4423828125
1464,196675.5799560547
1465,202098.02783203125
1466,172356.53125
1467,180168.14184570312
1468,159346.69995117188
1469,208809.22900390625
1470,114896.86511230469
1471,157277.43908691406
1472,96345.61987304688
1473,94379.48327636719
1474,146193.29418945312
1475,109191.00366210938
1476,376429.0751953125
1477,258754.35498046875
1478,311324.5831298828
1479,304165.08203125
1480,479514.2196044922
1481,310232.27001953125
1482,204233.9501953125
1483,177789.67749023438
1484,160560.3787841797
1485,178006.8692626953
1486,189331.87768554688
1487,333941.5173339844
1488,224442.10620117188
1489,204704.66723632812
1490,259881.87268066406
1491,199319.57446289062
1492,101064.37512207031
1493,191678.96826171875
1494,312753.49365234375
1495,289446.1560058594
1496,246910.9852294922
1497,176257.32287597656
1498,173290.76428222656
1499,163683.81713867188
1500,148059.97595214844
1501,195341.61059570312
1502,132421.3175048828
1503,360430.98974609375
1504,233292.61083984375
1505,226353.35864257812
1506,188725.71228027344
1507,259076.9161376953
1508,195645.8428955078
1509,153246.27502441406
1510,141750.67895507812
1511,160134.9501953125
1512,180672.96655273438
1513,151914.1015625
1514,166906.01708984375
1515,215099.9276123047
1516,157744.03369140625
1517,184473.14978027344
1518,123376.36279296875
1519,217872.18627929688
1520,127246.02209472656
1521,135405.7410888672
1522,187305.47485351562
1523,114042.82470703125
1524,126637.54016113281
1525,120648.89965820312
1526,109997.25537109375
1527,108415.12939453125
1528,132417.05505371094
1529,157075.84497070312
1530,203874.24658203125
1531,123781.99072265625
1532,86082.107421875
1533,158691.59838867188
1534,127896.31384277344
1535,153707.05786132812
1536,92789.03088378906
1537,49686.045166015625
1538,150930.99877929688
1539,207954.353515625
1540,123538.01196289062
1541,138154.18884277344
1542,161534.27221679688
1543,187565.22973632812
1544,72311.16845703125
1545,118226.02551269531
1546,134424.4383544922
1547,128178.63745117188
1548,147833.30712890625
1549,122634.193359375
1550,142667.25354003906
1551,104673.87524414062
1552,158956.9239501953
1553,148882.5108642578
1554,120554.37902832031
1555,161993.63317871094
1556,54063.00134277344
1557,136358.63110351562
1558,103688.75024414062
1559,58261.06164550781
1560,120033.458984375
1561,148626.81323242188
1562,128322.30090332031
1563,130441.64221191406
1564,161229.05688476562
1565,155507.38354492188
1566,226893.9630126953
1567,73841.88256835938
1568,221841.88513183594
1569,133570.5076904297
1570,130166.91369628906
1571,87535.58923339844
1572,151853.39086914062
1573,267669.15576171875
1574,138277.10546875
1575,230604.32495117188
1576,228547.2061767578
1577,180260.076171875
1578,156670.4140625
1579,147760.20166015625
1580,189708.42895507812
1581,152975.5635986328
1582,132506.8311767578
1583,280222.06103515625
1584,220499.2774658203
1585,133788.84765625
1586,70554.56945800781
1587,110457.07055664062
1588,155397.17736816406
1589,107297.07397460938
1590,122882.54138183594
1591,87188.20654296875
1592,133017.95629882812
1593,126226.05224609375
1594,13963241533.184082
1595,116144.60180664062
1596,226434.57165527344
1597,209497.2567138672
1598,210905.23181152344
1599,184708.6717529297
1600,164343.6248779297
1601,53069.00598144531
1602,124470.49035644531
1603,45888.28869628906
1604,274562.9766845703
1605,223704.72106933594
1606,150074.1544189453
1607,166433.11157226562
1608,198956.19555664062
1609,189774.46411132812
1610,152660.87145996094
1611,124657.84191894531
1612,186234.6141357422
1613,165971.39428710938
1614,135246.01623535156
1615,90724.35791015625
1616,66873.59057617188
1617,84236.44653320312
1618,134139.4344482422
1619,141452.06579589844
1620,186378.06274414062
1621,130955.08081054688
1622,148136.0556640625
1623,253747.59997558594
1624,198971.4354248047
1625,115301.29638671875
1626,167073.06311035156
1627,192128.8798828125
1628,275803.79931640625
1629,176201.2999267578
1630,369370.80700683594
1631,253519.63232421875
1632,248396.07006835938
1633,171656.54443359375
1634,183202.77709960938
1635,169759.63146972656
1636,145394.14416503906
1637,199148.45166015625
1638,175855.8126220703
1639,181418.4268798828
1640,235405.48498535156
1641,184714.00341796875
1642,254296.62170410156
1643,215764.9073486328
1644,239052.0302734375
1645,208950.291015625
1646,154281.43713378906
1647,156132.84790039062
1648,125575.70349121094
1649,126287.7392578125
1650,117439.37121582031
1651,114350.53674316406
1652,96771.50756835938
1653,92161.98352050781
1654,143309.45666503906
1655,120154.95263671875
1656,143239.34338378906
1657,154670.06396484375
1658,146446.7188720703
1659,126605.62072753906
1660,148947.2615966797
1661,433827.5803222656
1662,390919.90966796875
1663,389589.59228515625
1664,519922.748046875
1665,334330.47790527344
1666,325384.6300048828
1667,378918.8319091797
1668,361067.61193847656
1669,320843.1385498047
1670,365058.6520996094
1671,271283.8547363281
1672,408760.58837890625
1673,289867.2635498047
1674,245937.19970703125
1675,205708.53833007812
1676,209268.17333984375
1677,218564.8798828125
1678,477547.5363769531
1679,390717.55517578125
1680,343552.73583984375
1681,281838.45080566406
1682,321923.3259277344
1683,191349.20275878906
1684,164868.9041748047
1685,171619.3563232422
1686,163164.6766357422
1687,162806.78295898438
1688,180515.42944335938
1689,185363.7830810547
1690,188093.23400878906
1691,175515.4376220703
1692,254135.482421875
1693,164159.53247070312
1694,181237.85314941406
1695,166688.10668945312
1696,256735.9833984375
1697,175222.22631835938
1698,336843.2414550781
1699,328110.43591308594
1700,274535.15625
1701,280706.068359375
1702,232528.125
1703,227205.8829345703
1704,270906.46545410156
1705,244288.78942871094
1706,197541.9813232422
1707,233264.64428710938
1708,201503.74072265625
1709,247246.8524169922
1710,220897.37182617188
1711,267206.68322753906
1712,254326.294921875
1713,283922.2158203125
1714,228017.8173828125
1715,207508.77575683594
1716,183731.1837158203
1717,168534.97399902344
1718,144856.91760253906
1719,223758.16540527344
1720,248678.73303222656
1721,145337.216796875
1722,109687.0029296875
1723,148897.404296875
1724,214189.708984375
1725,241312.2882080078
1726,184539.0947265625
1727,158302.02758789062
1728,152838.68872070312
1729,171274.75354003906
1730,166342.37463378906
1731,107761.54296875
1732,132666.6378173828
1733,117172.16674804688
1734,121795.2880859375
1735,90418.87292480469
1736,95310.17272949219
1737,280079.671875
1738,277718.2225341797
1739,249178.95043945312
1740,220961.71435546875
1741,192969.74157714844
1742,178194.6923828125
1743,167809.00061035156
1744,368822.9696044922
1745,220364.91943359375
1746,205387.61157226562
1747,215650.44165039062
1748,223541.4129638672
1749,131252.5382080078
1750,135838.7919921875
1751,226490.1748046875
1752,115264.55004882812
1753,156295.30322265625
1754,195511.4239501953
1755,173420.22326660156
1756,143145.04296875
1757,119330.11535644531
1758,143942.1026611328
1759,162318.78344726562
1760,155599.7969970703
1761,154588.89611816406
1762,189228.98181152344
1763,178734.58935546875
1764,114577.10327148438
1765,185961.41333007812
1766,193576.63610839844
1767,227292.53552246094
1768,139463.28161621094
1769,160071.12231445312
1770,147717.26501464844
1771,124460.73510742188
1772,133202.88452148438
1773,106820.869140625
1774,155041.52404785156
1775,140797.28881835938
1776,127517.56103515625
1777,110395.89050292969
1778,147373.6846923828
1779,131977.10961914062
1780,159506.9884033203
1781,125518.736328125
1782,77568.64562988281
1783,139088.64135742188
1784,99402.05126953125
1785,143612.6866455078
1786,121895.3818359375
1787,155394.84997558594
1788,55510.74462890625
1789,102652.01452636719
1790,66706.87707519531
1791,196902.1668701172
1792,167962.3173828125
1793,136244.10998535156
1794,160059.990234375
1795,135477.43103027344
1796,140677.81481933594
1797,119582.15295410156
1798,125146.56896972656
1799,100669.15087890625
1800,127871.775390625
1801,127359.61389160156
1802,111358.71984863281
1803,160010.20544433594
1804,123387.13269042969
1805,128833.71496582031
1806,124142.96728515625
1807,138769.607421875
1808,119757.51232910156
1809,132877.986328125
1810,137340.8165283203
1811,166698.3447265625
1812,107600.48645019531
1813,141871.02856445312
1814,97219.03247070312
1815,45542.04345703125
1816,106462.27990722656
1817,107813.71887207031
1818,171482.80249023438
1819,143344.9921875
1820,30852.594360351562
1821,108547.52416992188
1822,146206.3935546875
1823,30387.476684570312
1824,132544.70678710938
1825,152958.79296875
1826,100964.30053710938
1827,108153.21984863281
1828,141524.96228027344
1829,118005.64282226562
1830,148168.6280517578
1831,159289.33032226562
1832,21708.516479492188
1833,147874.21655273438
1834,115484.77307128906
1835,117520.16906738281
1836,138179.98498535156
1837,79099.99401855469
1838,120972.01184082031
1839,111157.38598632812
1840,152129.39086914062
1841,134522.26513671875
1842,69907.89721679688
1843,141795.30126953125
1844,142380.79321289062
1845,147070.55395507812
1846,150344.7305908203
1847,168472.59790039062
1848,38210.72277832031
1849,99046.00036621094
1850,115765.44299316406
1851,146738.38916015625
1852,105449.9599609375
1853,120386.83679199219
1854,168586.75915527344
1855,157313.06469726562
1856,216477.49780273438
1857,121645.92846679688
